itemID	zoteroKey	itemType	title	authors	date	DOI	collections	attachment_count	attachment_available_count	attachment_paths
258	ZVZWKG8G	conferencePaper	A robotic system for percutaneous coronary intervention equipped with a steerable catheter and force feedback function	H.-J. Cha; H.-S. Yoon; K. Y. Jung; B.-J. Yi; S. Lee; J. Y. Won	2016-10	10.1109/IROS.2016.7759194	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\BYTLCLUR\Cha 等 - 2016 - A robotic system for percutaneous coronary intervention equipped with a steerable catheter and force.pdf [可用]
259	72X9EHPX	journalArticle	An assembly-type master–slave catheter and guidewire driving system for vascular intervention	Hyo-Jeong Cha; Byung-Ju Yi; Jong Yun Won	2017-01	10.1177/0954411916679328	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\QERKF7U2\Cha 等 - 2017 - An assembly-type master–slave catheter and guidewire driving system for vascular intervention.pdf [可用]
261	VY83LVIN	journalArticle	Advantage of Steerable Catheter and Haptic Feedback for a 5-DOF Vascular Intervention Robot System	Jaehong Woo; Hwa-Seob Song; Hyo-Jeong Cha; Byung-Ju Yi	2019-10	10.3390/app9204305	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\HRCR9HQ2\Woo 等 - 2019 - Advantage of Steerable Catheter and Haptic Feedback for a 5-DOF Vascular Intervention Robot System.pdf [可用]
263	IFVGG97T	conferencePaper	Design and evaluation of a bio-inspired robotic hand for percutaneous coronary intervention	Zhen-Qiu Feng; Gui-Bin Bian; Xiao-Liang Xie; Zeng-Guang Hou; Jian-Long Hao	2015-05	10.1109/ICRA.2015.7139944	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\V3NR3W4F\Feng 等 - 2015 - Design and evaluation of a bio-inspired robotic hand for percutaneous coronary intervention.pdf [可用]
266	EPE8ZT5H	journalArticle	Safety Operation Consciousness Realization of a MR Fluids-Based Novel Haptic Interface for Teleoperated Catheter Minimally Invasive Neurosurgery	Xuanchun Yin; Shuxiang Guo; Nan Xiao; Takashi Tamiya; Hideyuki Hirata; Hidenori Ishihara	2016-04	10.1109/TMECH.2015.2489219	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\83KINI4V\Yin 等 - 2016 - Safety Operation Consciousness Realization of a MR Fluids-Based Novel Haptic Interface for Teleopera.pdf [可用]
268	FSH2ZHEY	journalArticle	A Novel Robot-Assisted Endovascular Catheterization System With Haptic Force Feedback	Shuxiang Guo; Yu Song; Xuanchun Yin; Linshuai Zhang; Takashi Tamiya; Hideyuki Hirata; Hidenori Ishihara	2019-06	10.1109/TRO.2019.2896763	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\KY7T3AGT\Guo 等 - 2019 - A Novel Robot-Assisted Endovascular Catheterization System With Haptic Force Feedback.pdf [可用]
270	H6WDFH3W	conferencePaper	A force feedback system for endovascular catheterisation	Christopher J. Payne; Hedyeh Rafii-Tari; Guang-Zhong Yang	2012-10	10.1109/IROS.2012.6386149	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\5GKZ65MA\Payne 等 - 2012 - A force feedback system for endovascular catheterisation.pdf [可用]
274	JEI35A27	journalArticle	Machine Learning-Based Surgical State Perception and Collaborative Control for a Vascular Interventional Robot	Yonggan Yan; Hongbo Wang; Haoyang Yu; Fuhao Wang; Junyu Fang; Jianye Niu; Shuxiang Guo	2022-04	10.1109/JSEN.2022.3154921	血管介入 / 安全方法	1	1	C:\Users\Sui\Zotero\storage\ILJ2A9VG\Yan 等 - 2022 - Machine Learning-Based Surgical State Perception and Collaborative Control for a Vascular Interventi.pdf [可用]
285	T63JW4SD	journalArticle	Multilevel Operation Strategy of a Vascular Interventional Robot System for Surgical Safety in Teleoperation	Xianqiang Bao; Shuxiang Guo; Yangming Guo; Cheng Yang; Liwei Shi; Youxiang Li; Yuhua Jiang	2022-08	10.1109/TRO.2022.3140887	血管介入 / 夹持机构 | 血管介入 / 安全方法	1	1	C:\Users\Sui\Zotero\storage\EB8NG7ML\Bao 等 - 2022 - Multilevel Operation Strategy of a Vascular Interventional Robot System for Surgical Safety in Teleo.pdf [可用]
287	ANCM8CID	journalArticle	Design and Evaluation of a Haptic Robot-Assisted Catheter Operating System With Collision Protection Function	Peng Shi; Shuxiang Guo; Linshuai Zhang; Xiaoliang Jin; Hideyuki Hirata; Takashi Tamiya; Masahiko Kawanishi	2021-09	10.1109/JSEN.2021.3095187	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\ICV7JG7V\Shi 等 - 2021 - Design and Evaluation of a Haptic Robot-Assisted Catheter Operating System With Collision Protection.pdf [可用]
289	SANJ6G77	journalArticle	Development of an Intuitive Interface With Haptic Enhancement for Robot-Assisted Endovascular Intervention	Wenke Duan; Zihao Li; Olatunji M. Omisore; Wenjing Du; Toluwanimi O. Akinyemi; Xingyu Chen; Xing Gao; Hongbo Wang; Lei Wang	2025-01	10.1109/TOH.2023.3346479	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\LSZCCLIZ\Duan 等 - 2025 - Development of an Intuitive Interface With Haptic Enhancement for Robot-Assisted Endovascular Interv.pdf [可用]
305	YWL55WIA	journalArticle	Haptic Feedback and Force-Based Teleoperation in Surgical Robotics	Rajni V. Patel; S. Farokh Atashzar; Mahdi Tavakoli	2022-07	10.1109/JPROC.2022.3180052	血管介入 / 综述	1	1	C:\Users\Sui\Zotero\storage\QBAG4K8T\Patel 等 - 2022 - Haptic Feedback and Force-Based Teleoperation in Surgical Robotics.pdf [可用]
307	MUK4JHKM	journalArticle	Total Force Analysis and Safety Enhancing for Operating Both Guidewire and Catheter in Endovascular Surgery	Xiaoliang Jin; Shuxiang Guo; Jian Guo; Peng Shi; Takashi Tamiya; Masahiko Kawanishi; Hideyuki Hirata	2021-10	10.1109/JSEN.2021.3107188	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\TA3R6GTH\Jin 等 - 2021 - Total Force Analysis and Safety Enhancing for Operating Both Guidewire and Catheter in Endovascular.pdf [可用]
311	5ED2W5NR	journalArticle	Passive haptic interface for robot-assisted endovascular catheterization	Yu Song; Yu Tian; Liutao Li; Qiang Gao; Zhiwei Li	2025-10	10.1007/s11517-025-03374-2	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\ADIJLW3D\Song 等 - 2025 - Passive haptic interface for robot-assisted endovascular catheterization.pdf [可用]
316	PGTNQJTS	journalArticle	Multi-point bending operation force detection method of catheter-based on rotary clamping delivery	Baozhen Ren; Yan Zhao; Jianhua Zhang; Chang Wang; Hui Li; Jianjun Zhang	2025-02	10.1016/j.sna.2024.116128	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\SGVWBJED\Ren 等 - 2025 - Multi-point bending operation force detection method of catheter-based on rotary clamping delivery.pdf [可用]
317	V469E5YK	journalArticle	Study on real-time force feedback for a master–slave interventional surgical robotic system	Shuxiang Guo; Yuan Wang; Nan Xiao; Youxiang Li; Yuhua Jiang	2018-04	10.1007/s10544-018-0278-4	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\Z96KZ784\Guo 等 - 2018 - Study on real-time force feedback for a master–slave interventional surgical robotic system.pdf [可用]
319	WQT9NTXB	journalArticle	Compensatory force measurement and multimodal force feedback for remote-controlled vascular interventional robot	Xianqiang Bao; Shuxiang Guo; Nan Xiao; Youxiang Li; Liwei Shi	2018-08	10.1007/s10544-018-0318-0	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\ENMJ2LBL\Bao 等 - 2018 - Compensatory force measurement and multimodal force feedback for remote-controlled vascular interven.pdf [可用]
326	ZAX5Z2H5	journalArticle	Remote vascular interventional surgery robotics: a literature review	Yang Zhao; Ziyang Mei; Xiaoxiao Luo; Jingsong Mao; Qingliang Zhao; Gang Liu; Dezhi Wu	2022-04	10.21037/qims-21-792	血管介入 / 综述	1	1	C:\Users\Sui\Zotero\storage\D59G4LJ7\Zhao 等 - 2022 - Remote vascular interventional surgery robotics a literature review.pdf [可用]
396	89SEAHMR	preprint	A Master-Follower Teleoperation System for Robotic Catheterization: Design, Characterization, and Tracking Control	Ali A. Nazari; Jeremy Catania; Soroush Sadeghian; Amir Jalali; Houman Masnavi; Farrokh Janabi-Sharifi; Kourosh Zareinia	2025-02	10.48550/arXiv.2407.13162	血管介入 / 夹持往复 | 血管介入 / 夹持机构	2	2	C:\Users\Sui\Zotero\storage\K9CC9JBZ\2407.html [可用] | C:\Users\Sui\Zotero\storage\PBS297KA\Nazari 等 - 2025 - A Master-Follower Teleoperation System for Robotic Catheterization Design, Characterization, and Tr.pdf [可用]
403	DYZUE543	journalArticle	Novel Endovascular Interventional Surgical Robotic System Based on Biomimetic Manipulation	Chao Song; Shibo Xia; Hao Zhang; Lei Zhang; Xiaoye Li; Kundong Wang; Qingsheng Lu	2022-09	10.3390/mi13101587	血管介入 / 夹持往复 | 血管介入 / 夹持机构	2	1	 [链接/未知] | C:\Users\Sui\Zotero\storage\5FB8GV9X\Song 等 - 2022 - Novel Endovascular Interventional Surgical Robotic System Based on Biomimetic Manipulation.pdf [可用]
408	GSF7MLRR	journalArticle	Robotic endovascular surgery: current and future practice	Lucinda Cruddas; Guy Martin; Celia Riga	2021-12	10.1053/j.semvascsurg.2021.10.002	血管介入 / 综述	1	1	C:\Users\Sui\Zotero\storage\WJR5PWRP\Cruddas 等 - 2021 - Robotic endovascular surgery current and future practice.pdf [可用]
410	CLNDEPH3	journalArticle	Sensorless Transparency Optimized Haptic Teleoperation on the da Vinci Research Kit	Nural Yilmaz; Brendan Burkhart; Anton Deguet; Peter Kazanzides; Ugur Tumerdem	2024-02	10.1109/LRA.2023.3335779	血管介入 / 传感方法	3	3	C:\Users\Sui\Zotero\storage\VP9NYBCI\Yilmaz 等 - 2024 - Sensorless Transparency Optimized Haptic Teleoperation on the da Vinci Research Kit.pdf [可用] | C:\Users\Sui\Zotero\storage\KNLKWLLK\Yilmaz 等 - 2024 - Sensorless Transparency Optimized Haptic Teleoperation on the da Vinci Research Kit-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\Q4N2BBDR\Yilmaz 等 - 2024 - Sensorless Transparency Optimized Haptic Teleoperation on the da Vinci Research Kit-dual.pdf [可用]
414	F8CAS45B	conferencePaper	Physics-Informed LSTM for Shape and Contact Force Prediction of a Flexible Surgical Robot*	Feng Ju; Chen Wang; Yingying Wang; Yuxing Wang; Liping Ding	2025-10	10.1109/IROS60139.2025.11245832	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\JDHTP6WM\Ju 等 - 2025 - Physics-Informed LSTM for Shape and Contact Force Prediction of a Flexible Surgical Robot.pdf [可用]
418	YC2G6R9S	conferencePaper	Mechanisms and Computational Design of Multi-Modal End-Effector with Force Sensing Using Gated Networks	Yusuke Tanaka; Alvin Zhu; Richard Lin; Ankur Mehta; Dennis Hong	2025-05	10.1109/ICRA55743.2025.11127886	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\W3ZM8382\Tanaka 等 - 2025 - Mechanisms and Computational Design of Multi-Modal End-Effector with Force Sensing Using Gated Netwo.pdf [可用]
420	HTKQ8ZY8	journalArticle	Feasibility and Safety of Robotic Peripheral Vascular Interventions: Results of the RAPID Trial				血管介入 / 实例	1	1	C:\Users\Sui\Zotero\storage\V6Y992MP\Feasibility and Safety of Robotic Peripheral Vascular Interventions Results of the RAPID Trial.pdf [可用]
425	ZF7S8RMM	journalArticle	Feasibility of robotic neuroendovascular surgery	Joseph D. Morrison; Krishna C. Joshi; Andre Beer Furlan; Bradley Kolb; Yazan Radaideh; Stephan Munich; Webster Crowley; Michael Chen	2024-10	10.1177/15910199221097898	血管介入 / 实例	2	1	 [链接/未知] | C:\Users\Sui\Zotero\storage\6ICKAJCW\Morrison 等 - 2024 - Feasibility of robotic neuroendovascular surgery.pdf [可用]
431	SJ9VKFCR	journalArticle	Enhancing robotic telesurgery with sensorless haptic feedback	Nural Yilmaz; Brendan Burkhart; Anton Deguet; Peter Kazanzides; Ugur Tumerdem	2024-06	10.1007/s11548-024-03117-y	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\C7N99PST\Yilmaz 等 - 2024 - Enhancing robotic telesurgery with sensorless haptic feedback.pdf [可用]
433	ISGH2ZPE	conferencePaper	Toward a Versatile Robotic Platform for Fluoroscopy and MRI-Guided Endovascular Interventions: A Pre-Clinical Study	Mohamed E. M. K. Abdelaziz; Dennis Kundrat; Marco Pupillo; Giulio Dagnino; Trevor M. Y. Kwok; Wenqiang Chi; Vincent Groenhuis; Françoise J. Siepel; Celia Riga; Stefano Stramigioli; Guang-Zhong Yang	2019-11	10.1109/IROS40897.2019.8968237	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\CHIQJWP7\Abdelaziz 等 - 2019 - Toward a Versatile Robotic Platform for Fluoroscopy and MRI-Guided Endovascular Interventions A Pre.pdf [可用]
435	R2EIPDT7	journalArticle	Unified Shape and External Load State Estimation for Continuum Robots	James M. Ferguson; D. Caleb Rucker; Robert J. Webster	2024	10.1109/tro.2024.3360950	血管介入 / 传感方法	2	1	 [链接/未知] | C:\Users\Sui\Zotero\storage\GB9FJDQZ\Ferguson 等 - 2024 - Unified Shape and External Load State Estimation for Continuum Robots.pdf [可用]
440	4Y3BV3X7	journalArticle	Features and Limitations of Robotically Assisted Percutaneous Coronary Intervention (R-PCI): A Systematic Review of R-PCI	Max Wagener; Yoshinobu Onuma; Ruth Sharif; Eileen Coen; William Wijns; Faisal Sharif	2024-09	10.3390/jcm13185537	血管介入 / 实例	1	1	C:\Users\Sui\Zotero\storage\GSGII4P9\Wagener 等 - 2024 - Features and Limitations of Robotically Assisted Percutaneous Coronary Intervention (R-PCI) A Syste.pdf [可用]
442	VSUSIHME	journalArticle	Advantage of Steerable Catheter and Haptic Feedback for a 5-DOF Vascular Intervention Robot System	Jaehong Woo; Hwa-Seob Song; Hyo-Jeong Cha; Byung-Ju Yi	2019-10	10.3390/app9204305	血管介入 / 实例	1	1	C:\Users\Sui\Zotero\storage\NYTATNXD\Woo 等 - 2019 - Advantage of Steerable Catheter and Haptic Feedback for a 5-DOF Vascular Intervention Robot System.pdf [可用]
446	AIDMGJGF	journalArticle	Evaluation of Fully Teleoperated Robotic Endovascular Interventions with Haptic Feedback: The SENTANTE Endovascular Robotic System	Emiel W. M. Huistra; Giovanni Federico Torsello; Konstantinos Stavroulakis; Lorenzo Patrone; Arturas Mackevicius; Max Amor; Vilius Dambrauskas; Vaidas Labunskas; Leona Damalakiene; Clark J. Zeebregts; Tomas Baltrunas	2026-02	10.1007/s00270-026-04375-w	血管介入 / 实例	1	1	C:\Users\Sui\Zotero\storage\ACPHHPIL\Huistra 等 - 2026 - Evaluation of Fully Teleoperated Robotic Endovascular Interventions with Haptic Feedback The SENTAN.pdf [可用]
451	XWBJEA6X	journalArticle	Sensor-Free Strategy for Estimating Guidewire/Catheter Shape and Contact Force in Endovascular Interventions	Naner Li; Yiwei Wang; Huan Zhao; Han Ding	2025-01	10.1109/LRA.2024.3504236	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\MJSJK9FG\Li 等 - 2025 - Sensor-Free Strategy for Estimating GuidewireCatheter Shape and Contact Force in Endovascular Inter.pdf [可用]
453	TIEATKJ5	webpage	Cardiovascular diseases (CVDs)				血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\X6C2PS88\cardiovascular-diseases-(cvds).html [可用]
455	MLAR6L6T	journalArticle	Endovascular Interventions for Peripheral Artery Disease: A Contemporary Review	Nathan W. Watson; Ramya C. Mosarla; Eric A. Secemsky	2023-11	10.1007/s11886-023-01973-9	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\VL844KYM\Watson 等 - 2023 - Endovascular Interventions for Peripheral Artery Disease A Contemporary Review.pdf [可用]
457	YEVPEQ9E	journalArticle	Pilot Animal Study on Robotic-Assisted Endovascular Visceral Interventions	Patrick A. Kupczyk; Ulrike I. Attenberger; Carsten Meyer; Julian A. Luetkens; Daniel Kuetting	2022-08	10.1007/s00270-022-03204-0	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\DIT4GMBE\Kupczyk 等 - 2022 - Pilot Animal Study on Robotic-Assisted Endovascular Visceral Interventions.pdf [可用]
459	7D7QX2VH	webpage	Evaluation of the R-One robotic system for percutaneous coronary intervention: the R-EVOLUTION study	Eric Durand; Remi Sabatier; Pieter C. Smits; Stefan Verheye; Bruno Pereira; Jean Fajadet		10.4244/EIJ-D-22-00642	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\YTXRPBGC\evaluation-of-the-r-one-robotic-system-for-percutaneous-coronary-intervention-the-r-evolution-s.html [可用]
464	9NI75EFX	journalArticle	Sensor-Free Strategy for Estimating Guidewire/Catheter Shape and Contact Force in Endovascular Interventions	Naner Li; Yiwei Wang; Huan Zhao; Han Ding	2025-01	10.1109/LRA.2024.3504236	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\XH9KZHBZ\Li 等 - 2025 - Sensor-Free Strategy for Estimating GuidewireCatheter Shape and Contact Force in Endovascular Inter.pdf [可用]
466	B3UFZRBL	journalArticle	Multi-point bending operation force detection method of catheter-based on rotary clamping delivery		2025-02	10.1016/j.sna.2024.116128	血管介入 / 中期 | 血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\BUN2RDND\S0924424724011221.html [可用]
469	YCQ5ZXPM	journalArticle	A Switched System Dwell-Time Update Mechanism for Path Following With Intermittent State Feedback Constraints	Duc M. Le; Andrew R. Teel; Warren E. Dixon	2024-07	10.1109/TAC.2024.3362865	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\ZIEGXW5B\Le 等 - 2024 - A Switched System Dwell-Time Update Mechanism for Path Following With Intermittent State Feedback Co.pdf [可用]
476	G9SUM8B6	conferencePaper	Safe haptic teleoperations of admittance controlled robots with virtualization of the force feedback	Lorenzo Pagliara; Enrico Ferrentino; Andrea Chiacchio; Giovanni Russo	2024-08	10.1109/CASE59546.2024.10711457	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\8MTCBPLJ\10711457.html [可用]
481	9AHWQ76M	journalArticle	中国心血管健康与疾病报告2024概要	国家心血管病中心; 中国心血管健康与疾病报告编写组; 胡盛寿	2025	10.3969/j.issn.1000-3614.2025.06.001	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\G2MFNZQK\国家心血管病中心 等 - 2025 - 中国心血管健康与疾病报告2024概要.pdf [可用]
486	ARV58WWS	journalArticle	Autonomous Navigation for Robot-Assisted Intraluminal and Endovascular Procedures: A Systematic Review	Ameya Pore; Zhen Li; Diego Dall'Alba; Albert Hernansanz; Elena De Momi; Arianna Menciassi; Alicia Casals Gelpí; Jenny Dankelman; Paolo Fiorini; Emmanuel Vander Poorten	2023-08	10.1109/TRO.2023.3269384	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\LL597SZ5\Pore 等 - 2023 - Autonomous Navigation for Robot-Assisted Intraluminal and Endovascular Procedures A Systematic Revi.pdf [可用]
489	HY6A3SAM	journalArticle	MR-based navigation for robot-assisted endovascular procedures	Jelle Bijlsma; Dennis Kundrat; Giulio Dagnino	2024-12	10.1007/s41315-024-00340-3	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\LX9N6QKU\Bijlsma 等 - 2024 - MR-based navigation for robot-assisted endovascular procedures.pdf [可用]
490	V74YQDXC	journalArticle	Robotic technology in cardiovascular medicine	Johannes Bonatti; George Vetrovec; Celia Riga; Oussama Wazni; Petr Stadler	2014-05	10.1038/nrcardio.2014.23	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\3K52NWKU\Bonatti 等 - 2014 - Robotic technology in cardiovascular medicine.pdf [可用]
492	C3AU4KGM	journalArticle	Invariant Smoother for Legged Robot State Estimation With Dynamic Contact Event Information	Ziwon Yoon; Joon-Ha Kim; Hae-Won Park	2024	10.1109/TRO.2023.3328202	血管介入 / 估计方法参考	1	1	C:\Users\Sui\Zotero\storage\U4PVC43G\Yoon 等 - 2024 - Invariant Smoother for Legged Robot State Estimation With Dynamic Contact Event Information.pdf [可用]
500	7EBSTHN8	journalArticle	Contact Force Estimation of Robot Manipulators With Imperfect Dynamic Model: On Gaussian Process Adaptive Disturbance Kalman Filter	Yanran Wei; Shangke Lyu; Wenshuo Li; Xiang Yu; Zidong Wang; Lei Guo	2024-07	10.1109/TASE.2023.3280750	血管介入 / 估计方法参考	0	0	
505	FD6D79U3	conferencePaper	Probabilistic Contact State Estimation for Legged Robots using Inertial Information	Michael Maravgakis; Despina-Ekaterini Argiropoulos; Stylianos Piperakis; Panos Trahanias	2023-05	10.1109/ICRA48891.2023.10161485	血管介入 / 估计方法参考	1	1	C:\Users\Sui\Zotero\storage\DLNKHL9Y\Maravgakis 等 - 2023 - Probabilistic Contact State Estimation for Legged Robots using Inertial Information.pdf [可用]
507	9SXXCGTQ	journalArticle	A Novel Master–Slave Interventional Surgery Robot with Force Feedback and Collaborative Operation	Yu Song; Liutao Li; Yu Tian; Zhiwei Li; Xuanchun Yin	2023-03	10.3390/s23073584	血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\VVZSS29T\Song 等 - 2023 - A Novel Master–Slave Interventional Surgery Robot with Force Feedback and Collaborative Operation.pdf [可用]
511	JELD3LNF	conferencePaper	Analysis of Contact Stability and Contact Safety of a Robotic Intravascular Cardiac Catheter under Blood Flow Disturbances	Ran Hao; Nate Lombard Poirot; M. Cenk Çavuşoğlu	2020-10	10.1109/IROS45743.2020.9341527	血管介入 / 中期 | 血管介入 / 传感方法	1	1	C:\Users\Sui\Zotero\storage\Y6UG9XRS\Hao 等 - 2020 - Analysis of Contact Stability and Contact Safety of a Robotic Intravascular Cardiac Catheter under B.pdf [可用]
513	IS6ZL6BK	journalArticle	An investigation of friction-based tendon sheath model appropriate for control purposes		2014-01	10.1016/j.ymssp.2013.08.014	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\3FWPCVJ4\S0888327013003890.html [可用]
517	Q3CH4GAK	journalArticle	Dynamic Hysteresis Compensation for Tendon-Sheath Mechanism in Flexible Surgical Robots Without Distal Perception	Qian Gao; Guanglin Ji; Minyi Sun; Yin Xiao; Huaiyuan Rao; Zhenglong Sun	2025	10.1109/TRO.2025.3577011	血管介入 / 中期 | 血管介入 / 反冲补偿	4	4	C:\Users\Sui\Zotero\storage\YG4KP5UQ\Gao 等 - 2025 - Dynamic Hysteresis Compensation for Tendon-Sheath Mechanism in Flexible Surgical Robots Without Dist.pdf [可用] | C:\Users\Sui\Zotero\storage\PP8EIQD9\Gao 等 - 2025 - Dynamic Hysteresis Compensation for Tendon-Sheath Mechanism in Flexible Surgical Robots Without Dist-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\QX5SFMPU\Gao 等 - 2025 - Dynamic Hysteresis Compensation for Tendon-Sheath Mechanism in Flexible Surgical Robots Without Dist-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\BZ86NV2X\Gao 等 - 2025 - Dynamic Hysteresis Compensation for Tendon-Sheath Mechanism in Flexible Surgical Robots Without Dist-mono-cut.pdf [可用]
523	MBEWJLHX	journalArticle	Hysteresis Modeling and Compensation for Tendon-Sheath Mechanisms in Robot-Assisted Endoscopic Surgery Based on the Modified Bouc-Wen Model With Decoupled Model Parameters	Zixin Zhang; Guanghao Zhang; Shuxin Wang; Chaoyang Shi	2023-05	10.1109/TMRB.2023.3249234	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\CMF287QQ\Zhang 等 - 2023 - Hysteresis Modeling and Compensation for Tendon-Sheath Mechanisms in Robot-Assisted Endoscopic Surge.pdf [可用]
525	N9W6FDWG	conferencePaper	Cable-driven interventional operation robot with Stribeck friction feedforward compensation	Shuxiang Guo; Changqi Xu; Nan Xiao; Xianqiang Bao; Yan Zhao; Cheng Yang; Rui Shen	2017-08	10.1109/ICMA.2017.8016088	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\36IAVZTY\Guo 等 - 2017 - Cable-driven interventional operation robot with Stribeck friction feedforward compensation.pdf [可用]
532	56C6T2E5	journalArticle	Hysteresis modeling and position control of tendon-sheath mechanism in flexible endoscopic systems	T.N. Do; T. Tjahjowidodo; M.W.S. Lau; T. Yamamoto; S.J. Phee	2014-02	10.1016/j.mechatronics.2013.11.003	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\HUR8KF4V\Do 等 - 2014 - Hysteresis modeling and position control of tendon-sheath mechanism in flexible endoscopic systems.pdf [可用]
541	5WZJLJ8P	journalArticle	Elongation Modeling and Compensation for the Flexible Tendon--Sheath System	Zhenglong Sun; Zheng Wang; Soo Jay Phee	2014-08	10.1109/TMECH.2013.2278613	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\SA29JE5T\Sun 等 - 2014 - Elongation Modeling and Compensation for the Flexible Tendon--Sheath System.pdf [可用]
542	V7R6PN9S	preprint	On Integrating Friction Dynamics into Cosserat Models for Tendon-Driven Continuum Manipulators	Filipe Pedrosa; Navid Feizi; Elaheh Arefinia; Jagadeesan Jayender; Rajni V Patel	2024-10	10.36227/techrxiv.172792910.08993696/v1	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\GZ4EYBKB\Pedrosa 等 - 2024 - On Integrating Friction Dynamics into Cosserat Models for Tendon-Driven Continuum Manipulators.pdf [可用]
566	HGLRAJAR	journalArticle	An Endovascular Catheterization Robotic System Using Collaborative Operation with Magnetically Controlled Haptic Force Feedback	Xinming Li; Shuxiang Guo; Peng Shi; Xiaoliang Jin; Masahiko Kawanishi	2022-03	10.3390/mi13040505	血管介入 / 夹持机构	2	1	 [链接/未知] | C:\Users\Sui\Zotero\storage\48UQ7KZ5\Li 等 - 2022 - An Endovascular Catheterization Robotic System Using Collaborative Operation with Magnetically Contr.pdf [可用]
575	NUYQ3NQT	journalArticle	Towards Characterization and Adaptive Compensation of Backlash in a Novel Robotic Catheter System for Cardiovascular Interventions	Olatunji Mumini Omisore; Shi Peng Han; Ling Xue Ren; Guo Shuai Wang; Fang Liang Ou; Hui Li; Lei Wang	2018-08	10.1109/TBCAS.2018.2825359	血管介入 / 中期 | 血管介入 / 传感方法 | 血管介入 / 反冲补偿	3	3	C:\Users\Sui\Zotero\storage\G6ST48DF\Omisore 等 - 2018 - Towards Characterization and Adaptive Compensation of Backlash in a Novel Robotic Catheter System fo.pdf [可用] | C:\Users\Sui\Zotero\storage\LLDS4H5E\Omisore 等 - 2018 - Towards Characterization and Adaptive Compensation of Backlash in a Novel Robotic Catheter System fo-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\86BBTJRC\Omisore 等 - 2018 - Towards Characterization and Adaptive Compensation of Backlash in a Novel Robotic Catheter System fo-dual.pdf [可用]
587	MTA6ETFJ	journalArticle	Smart and Sensing Endovascular Robot Sentante	Tomas Baltrūnas; Vaidas Labunskas; Vilius Dambrauskas; Evaldas Kalvaitis; Vilhelmas Bajoras	2022-04	10.1016/j.jvs.2022.01.059	血管介入 / 实例	1	1	C:\Users\Sui\Zotero\storage\MJBDQKQZ\Baltrūnas 等 - 2022 - Smart and Sensing Endovascular Robot Sentante.pdf [可用]
